household_key,age,incomeK,HHsize,kids,Month,transaction,amount,att
40,50,8,2,0,13,203,723.75,0
40,50,8,2,0,14,208,685.21,0
40,50,8,2,0,15,185,744.44,0
40,50,8,2,0,16,31,151.81,0
40,50,8,2,0,17,162,621.44,0
40,50,8,2,0,18,203,720.99,0
40,50,8,2,0,19,191,665.15,0
40,50,8,2,0,20,191,681.9,0
40,50,8,2,0,21,218,848.99,0
40,50,8,2,0,22,189,831.22,0
40,50,8,2,0,23,184,691.12,0
40,50,8,2,0,24,181,694.49,0
43,40,19,6,3,5,4,14.97,0
43,40,19,6,3,6,14,15.29,0
43,40,19,6,3,7,15,18.65,0
43,40,19,6,3,8,5,11.79,0
43,40,19,6,3,9,16,20.9,0
43,40,19,6,3,10,38,47.4,0
43,40,19,6,3,11,99,157.93,0
43,40,19,6,3,12,41,222.3,0
43,40,19,6,3,13,37,153.8,0
43,40,19,6,3,14,15,25.38,0
43,40,19,6,3,15,10,26.43,0
43,40,19,6,3,16,1,10,0
43,40,19,6,3,17,35,68.3,0
43,40,19,6,3,18,8,15.09,0
43,40,19,6,3,19,8,16.07,0
43,40,19,6,3,20,12,14.39,1
43,40,19,6,3,22,1,0.89,0
43,40,19,6,3,23,5,11.14,0
43,40,19,6,3,24,15,18.98,0
46,50,162,6,3,2,6,25.97,0
46,50,162,6,3,3,52,190.38,0
46,50,162,6,3,4,25,108.15,1
46,50,162,6,3,6,11,32.4,1
46,50,162,6,3,8,8,27.64,0
46,50,162,6,3,9,61,247.75,0
46,50,162,6,3,10,168,694.52,0
46,50,162,6,3,11,135,559.11,0
46,50,162,6,3,12,91,352.03,0
46,50,162,6,3,13,106,405.89,0
46,50,162,6,3,14,58,216.5,0
46,50,162,6,3,15,96,461.36,0
46,50,162,6,3,16,189,769.85,0
46,50,162,6,3,17,79,362.24,0
46,50,162,6,3,18,146,534.83,0
46,50,162,6,3,19,106,351.69,0
46,50,162,6,3,20,122,540.48,0
46,50,162,6,3,21,129,505.01,0
46,50,162,6,3,22,163,806.72,0
46,50,162,6,3,23,106,399.14,0
46,50,162,6,3,24,167,621.02,0
48,21,39,2,0,5,19,33.27,0
48,21,39,2,0,6,35,174.4,0
48,21,39,2,0,7,7,19.67,0
48,21,39,2,0,8,8,11.16,1
48,21,39,2,0,10,2,12.94,1
48,21,39,2,0,12,6,13.12,1
48,21,39,2,0,15,18,36.27,0
48,21,39,2,0,16,49,153.25,0
48,21,39,2,0,17,55,175.41,0
48,21,39,2,0,18,48,166.1,0
48,21,39,2,0,19,19,63.4,0
48,21,39,2,0,20,19,65.01,1
48,21,39,2,0,22,22,79.27,0
48,21,39,2,0,23,19,71.04,0
48,21,39,2,0,24,10,29.6,0
49,40,39,2,0,4,25,85.27,0
49,40,39,2,0,5,61,225.25,0
49,40,39,2,0,6,49,164.85,0
49,40,39,2,0,7,19,67.46,1
49,40,39,2,0,9,21,165.54,0
49,40,39,2,0,10,71,249.19,0
49,40,39,2,0,11,86,339.51,0
49,40,39,2,0,12,144,541.47,0
49,40,39,2,0,13,121,489.05,0
49,40,39,2,0,14,88,355.33,0
49,40,39,2,0,15,12,173.97,0
49,40,39,2,0,16,134,470.32,0
49,40,39,2,0,17,173,509.73,0
49,40,39,2,0,18,133,434.34,0
49,40,39,2,0,19,90,329.92,0
49,40,39,2,0,20,90,353.62,0
49,40,39,2,0,21,52,149.76,0
49,40,39,2,0,22,112,404.57,0
49,40,39,2,0,23,114,427.23,0
49,40,39,2,0,24,116,448.97,0
52,50,57,2,0,2,7,35.43,0
52,50,57,2,0,3,13,57.15,0
52,50,57,2,0,4,14,56.6,0
52,50,57,2,0,5,45,133.7,0
52,50,57,2,0,6,115,287.6,0
52,50,57,2,0,7,88,307.55,0
52,50,57,2,0,8,16,51.26,0
52,50,57,2,0,9,95,322.13,0
52,50,57,2,0,10,40,149.9,0
52,50,57,2,0,11,85,260.43,0
52,50,57,2,0,12,92,255.52,0
52,50,57,2,0,13,73,272.33,0
52,50,57,2,0,14,98,338.57,0
52,50,57,2,0,15,34,147.78,0
52,50,57,2,0,16,129,437.08,0
52,50,57,2,0,17,68,231.71,0
52,50,57,2,0,18,113,322.6,0
52,50,57,2,0,19,93,319.52,0
52,50,57,2,0,20,41,203.98,0
52,50,57,2,0,21,110,342.97,0
52,50,57,2,0,22,58,201.47,0
52,50,57,2,0,23,93,292.52,0
52,50,57,2,0,24,86,280.49,0
55,75,39,2,0,4,10,37.79,0
55,75,39,2,0,5,19,54.42,0
55,75,39,2,0,6,6,11.82,0
55,75,39,2,0,7,21,45.7,0
55,75,39,2,0,8,16,174.67,0
55,75,39,2,0,9,32,106.94,0
55,75,39,2,0,10,18,34.62,0
55,75,39,2,0,11,28,53.41,0
55,75,39,2,0,12,25,39.16,0
55,75,39,2,0,13,13,37.25,0
55,75,39,2,0,14,15,28.26,0
55,75,39,2,0,15,7,26.15,0
55,75,39,2,0,16,27,44.97,0
55,75,39,2,0,17,34,47.73,0
55,75,39,2,0,18,13,36.22,0
55,75,39,2,0,19,7,17.53,0
55,75,39,2,0,20,4,9.96,0
55,75,39,2,0,21,22,58.57,0
55,75,39,2,0,22,22,72.53,0
55,75,39,2,0,23,13,32.54,0
55,75,39,2,0,24,32,95.96,0
56,60,112,4,2,5,65,192.97,0
56,60,112,4,2,6,16,39.56,0
56,60,112,4,2,7,97,302.01,0
56,60,112,4,2,8,87,210.98,0
56,60,112,4,2,9,175,431.06,0
56,60,112,4,2,10,126,351.44,0
56,60,112,4,2,11,192,541.46,0
56,60,112,4,2,12,106,270.16,0
56,60,112,4,2,13,144,403,0
56,60,112,4,2,14,165,439.03,0
56,60,112,4,2,15,112,428.7,0
56,60,112,4,2,16,149,473.19,0
56,60,112,4,2,17,91,276.37,0
56,60,112,4,2,18,95,278.07,0
56,60,112,4,2,19,101,257.52,0
56,60,112,4,2,20,51,151.02,0
56,60,112,4,2,21,152,433.18,0
56,60,112,4,2,22,94,299.72,0
56,60,112,4,2,23,151,395.4,0
56,60,112,4,2,24,164,443.55,0
57,50,39,2,0,3,15,35.33,0
57,50,39,2,0,4,64,190.74,0
57,50,39,2,0,5,55,221.15,0
57,50,39,2,0,6,15,60.02,0
57,50,39,2,0,7,22,78.95,0
57,50,39,2,0,8,38,97.07,0
57,50,39,2,0,9,63,181.73,0
57,50,39,2,0,10,45,113.41,0
57,50,39,2,0,11,73,485.76,0
57,50,39,2,0,12,62,230.85,0
57,50,39,2,0,13,22,123.34,0
57,50,39,2,0,14,15,24.27,0
57,50,39,2,0,15,12,20.64,0
57,50,39,2,0,16,23,55.9,0
57,50,39,2,0,17,17,48.03,0
57,50,39,2,0,18,17,41.08,0
57,50,39,2,0,19,13,20.02,0
57,50,39,2,0,20,106,389.77,0
57,50,39,2,0,21,23,75.94,0
57,50,39,2,0,22,57,163.33,0
57,50,39,2,0,23,94,231.42,0
57,50,39,2,0,24,54,187,0
58,30,162,4,2,4,101,252.34,0
58,30,162,4,2,5,144,550.76,0
58,30,162,4,2,6,78,315.48,0
58,30,162,4,2,7,151,652.66,0
58,30,162,4,2,8,147,678.42,0
58,30,162,4,2,9,131,472.71,0
58,30,162,4,2,10,134,407.64,0
58,30,162,4,2,11,138,514.91,0
58,30,162,4,2,12,112,362.11,0
58,30,162,4,2,13,97,329.95,0
58,30,162,4,2,14,87,343.99,0
58,30,162,4,2,15,148,506.74,0
58,30,162,4,2,16,141,437.82,0
58,30,162,4,2,17,204,888.52,0
58,30,162,4,2,18,179,619.79,0
58,30,162,4,2,19,205,643.92,0
58,30,162,4,2,20,124,334.74,0
58,30,162,4,2,21,188,638,0
58,30,162,4,2,22,89,300.41,0
58,30,162,4,2,23,156,515.39,0
58,30,162,4,2,24,115,439.86,0
67,50,8,6,3,5,109,396.23,0
67,50,8,6,3,6,169,548.2,0
67,50,8,6,3,7,164,566.53,0
67,50,8,6,3,8,127,395.36,0
67,50,8,6,3,9,129,365.3,0
67,50,8,6,3,10,138,477.24,0
67,50,8,6,3,11,148,489.82,0
67,50,8,6,3,12,40,143.36,0
67,50,8,6,3,13,53,136.08,0
67,50,8,6,3,14,93,331.96,0
67,50,8,6,3,15,37,151.61,0
67,50,8,6,3,16,113,404.01,0
67,50,8,6,3,17,80,276.97,0
67,50,8,6,3,18,206,675.24,0
67,50,8,6,3,19,121,471.82,0
67,50,8,6,3,20,132,448.56,0
67,50,8,6,3,21,152,616.57,0
67,50,8,6,3,22,216,906.94,0
67,50,8,6,3,23,313,1027.46,0
67,50,8,6,3,24,231,747.94,0
71,40,29,2,0,4,28,356.78,0
71,40,29,2,0,5,23,203.4,0
71,40,29,2,0,6,23,151.09,0
71,40,29,2,0,7,86,505.65,0
71,40,29,2,0,8,42,266.92,0
71,40,29,2,0,9,27,167.26,0
71,40,29,2,0,10,12,55.7,0
71,40,29,2,0,11,5,33.92,0
71,40,29,2,0,12,22,76,0
71,40,29,2,0,13,46,251.37,0
71,40,29,2,0,14,36,156.7,0
71,40,29,2,0,15,83,255.45,0
71,40,29,2,0,16,15,90.22,0
71,40,29,2,0,17,22,109.45,0
71,40,29,2,0,18,32,119.02,0
71,40,29,2,0,19,15,63.72,0
71,40,29,2,0,20,46,112.42,0
71,40,29,2,0,21,8,35.42,0
71,40,29,2,0,22,23,45.84,0
71,40,29,2,0,23,18,107.36,0
71,40,29,2,0,24,44,175.07,0
74,75,19,2,0,3,74,124.91,0
74,75,19,2,0,4,52,101.98,0
74,75,19,2,0,5,58,112.42,0
74,75,19,2,0,6,72,128.69,0
74,75,19,2,0,7,50,100.34,0
74,75,19,2,0,8,36,103.16,0
74,75,19,2,0,9,67,116.07,0
74,75,19,2,0,10,69,131.19,0
74,75,19,2,0,11,56,109.02,0
74,75,19,2,0,12,28,79.95,0
74,75,19,2,0,13,53,107.32,0
74,75,19,2,0,14,82,142.3,0
74,75,19,2,0,15,79,140.9,0
74,75,19,2,0,16,69,161.77,0
74,75,19,2,0,17,39,114.77,0
74,75,19,2,0,18,30,52.5,1
74,75,19,2,0,20,46,82.62,0
74,75,19,2,0,21,4,5.57,0
74,75,19,2,0,22,43,74.04,0
74,75,19,2,0,23,38,58.12,1
77,40,112,6,3,2,125,287.84,0
77,40,112,6,3,3,71,173.37,0
77,40,112,6,3,4,229,616.62,0
77,40,112,6,3,5,189,508.27,0
77,40,112,6,3,6,184,493.17,0
77,40,112,6,3,7,126,332.98,0
77,40,112,6,3,8,124,309.84,0
77,40,112,6,3,9,38,98.69,0
77,40,112,6,3,10,18,65.76,0
77,40,112,6,3,11,20,59.3,1
77,40,112,6,3,13,93,257.26,0
77,40,112,6,3,14,144,319.36,0
77,40,112,6,3,15,107,243.86,0
77,40,112,6,3,16,15,23.5,0
77,40,112,6,3,17,60,146.26,0
77,40,112,6,3,18,104,218.37,0
77,40,112,6,3,19,117,290.57,0
77,40,112,6,3,20,42,105.61,0
77,40,112,6,3,21,212,542,0
77,40,112,6,3,22,87,199.92,0
77,40,112,6,3,23,107,294.88,0
77,40,112,6,3,24,152,365.64,0
80,50,57,2,0,3,21,56.43,0
80,50,57,2,0,4,35,76,0
80,50,57,2,0,5,81,148.32,0
80,50,57,2,0,6,47,156.56,0
80,50,57,2,0,7,54,91.04,0
80,50,57,2,0,8,20,95.42,0
80,50,57,2,0,9,16,19.85,0
80,50,57,2,0,10,20,41.03,0
80,50,57,2,0,11,62,116.18,0
80,50,57,2,0,12,18,32.65,0
80,50,57,2,0,13,55,133.02,0
80,50,57,2,0,14,84,171.44,0
80,50,57,2,0,15,50,141.96,0
80,50,57,2,0,16,51,99.96,0
80,50,57,2,0,17,14,106.57,0
80,50,57,2,0,18,133,379.13,0
80,50,57,2,0,19,21,71.87,0
80,50,57,2,0,20,77,176.19,0
80,50,57,2,0,21,50,135.9,0
80,50,57,2,0,22,148,422.18,0
80,50,57,2,0,23,71,156.78,0
80,50,57,2,0,24,64,173.61,1
86,75,39,1,0,4,34,126.57,0
86,75,39,1,0,5,39,147.92,0
86,75,39,1,0,6,27,117.52,0
86,75,39,1,0,7,39,143.37,0
86,75,39,1,0,8,36,140.37,0
86,75,39,1,0,9,83,305.6,0
86,75,39,1,0,10,33,111.94,0
86,75,39,1,0,11,60,209.96,0
86,75,39,1,0,12,96,496.55,0
86,75,39,1,0,13,57,159.96,1
86,75,39,1,0,15,96,393.31,0
86,75,39,1,0,16,49,162.01,0
86,75,39,1,0,17,83,310.17,0
86,75,39,1,0,18,20,49.42,0
86,75,39,1,0,19,119,405.8,0
86,75,39,1,0,20,56,211.77,0
86,75,39,1,0,21,3,24.76,0
86,75,39,1,0,22,90,355.06,0
86,75,39,1,0,23,45,134.58,0
86,75,39,1,0,24,4,12.8,1
101,50,8,4,2,5,1,4,0
101,50,8,4,2,6,17,112.16,0
101,50,8,4,2,7,12,185.44,0
101,50,8,4,2,8,48,263.08,0
101,50,8,4,2,9,46,308.86,0
101,50,8,4,2,10,52,271.89,0
101,50,8,4,2,11,91,540.33,0
101,50,8,4,2,12,73,403.92,0
101,50,8,4,2,13,70,325.1,0
101,50,8,4,2,14,32,179.74,0
101,50,8,4,2,15,57,352.15,0
101,50,8,4,2,16,103,525.45,0
101,50,8,4,2,17,16,190.55,0
101,50,8,4,2,18,35,235.36,0
101,50,8,4,2,19,88,371.75,0
101,50,8,4,2,20,49,370.05,0
101,50,8,4,2,21,140,593.45,0
101,50,8,4,2,22,56,469.31,0
101,50,8,4,2,23,80,441.66,0
101,50,8,4,2,24,88,314.13,0
104,40,39,6,3,5,30,51.2,0
104,40,39,6,3,6,16,32.1,1
104,40,39,6,3,8,4,11.32,0
104,40,39,6,3,9,115,268.85,0
104,40,39,6,3,10,88,237.38,0
104,40,39,6,3,11,137,352.81,0
104,40,39,6,3,12,250,584.45,0
104,40,39,6,3,13,142,324.47,0
104,40,39,6,3,14,136,370.36,0
104,40,39,6,3,15,80,178.42,0
104,40,39,6,3,16,39,91.6,0
104,40,39,6,3,17,90,216.09,0
104,40,39,6,3,18,16,37.66,0
104,40,39,6,3,19,118,284.61,0
104,40,39,6,3,20,12,41.24,0
104,40,39,6,3,21,211,904.13,0
104,40,39,6,3,22,212,657.25,0
104,40,39,6,3,23,328,898.82,0
104,40,39,6,3,24,247,695.35,0
105,30,8,3,2,2,70,159.08,0
105,30,8,3,2,3,83,157.75,0
105,30,8,3,2,4,92,157.4,0
105,30,8,3,2,5,109,216.95,0
105,30,8,3,2,6,166,291.93,0
105,30,8,3,2,7,146,250.91,0
105,30,8,3,2,8,88,164.64,0
105,30,8,3,2,9,90,182.03,0
105,30,8,3,2,10,110,196.75,0
105,30,8,3,2,11,133,266,0
105,30,8,3,2,12,175,339.77,0
105,30,8,3,2,13,91,216.44,0
105,30,8,3,2,14,176,309.02,0
105,30,8,3,2,15,59,118.1,0
105,30,8,3,2,16,86,149.54,0
105,30,8,3,2,17,49,107.9,0
105,30,8,3,2,18,125,213.89,0
105,30,8,3,2,19,4,5.37,0
105,30,8,3,2,20,71,147.92,0
105,30,8,3,2,21,65,131.61,0
105,30,8,3,2,22,61,136.5,0
105,30,8,3,2,23,94,189.57,0
105,30,8,3,2,24,135,277.73,0
109,30,19,2,0,5,8,47.43,0
109,30,19,2,0,6,63,249.18,0
109,30,19,2,0,7,62,149.66,0
109,30,19,2,0,8,51,113.43,0
109,30,19,2,0,9,84,172.22,0
109,30,19,2,0,10,53,110.71,0
109,30,19,2,0,11,42,77.96,0
109,30,19,2,0,12,82,169.16,0
109,30,19,2,0,13,76,153.15,0
109,30,19,2,0,14,86,180,0
109,30,19,2,0,15,84,213.59,0
109,30,19,2,0,16,110,286.23,0
109,30,19,2,0,17,65,258.22,0
109,30,19,2,0,18,74,146.3,0
109,30,19,2,0,19,76,168.12,0
109,30,19,2,0,20,69,162.48,0
109,30,19,2,0,21,66,172.55,0
109,30,19,2,0,22,55,137.46,0
109,30,19,2,0,23,68,160.9,0
109,30,19,2,0,24,139,304.26,0
110,30,39,1,0,4,30,68.76,0
110,30,39,1,0,5,57,106.34,0
110,30,39,1,0,6,142,328.06,0
110,30,39,1,0,7,113,239.79,0
110,30,39,1,0,8,74,237.43,0
110,30,39,1,0,9,103,224.44,0
110,30,39,1,0,10,89,234.59,0
110,30,39,1,0,11,80,186.87,0
110,30,39,1,0,12,22,68.14,0
110,30,39,1,0,13,57,134.53,0
110,30,39,1,0,14,82,211.41,0
110,30,39,1,0,15,46,126.07,0
110,30,39,1,0,16,45,65.72,0
110,30,39,1,0,17,38,90.58,0
110,30,39,1,0,18,59,112.79,0
110,30,39,1,0,19,53,94.42,0
110,30,39,1,0,20,105,272.33,0
110,30,39,1,0,21,99,304.7,0
110,30,39,1,0,22,50,120.59,0
110,30,39,1,0,23,50,130.42,0
110,30,39,1,0,24,25,53.76,0
113,40,137,4,2,5,200,705.66,0
113,40,137,4,2,6,265,944.9,0
113,40,137,4,2,7,201,776.4,0
113,40,137,4,2,8,258,918.7,0
113,40,137,4,2,9,274,905.18,0
113,40,137,4,2,10,170,629.58,0
113,40,137,4,2,11,202,713.42,0
113,40,137,4,2,12,177,629.36,0
113,40,137,4,2,13,171,577.77,0
113,40,137,4,2,14,264,1136.34,0
113,40,137,4,2,15,180,617.05,0
113,40,137,4,2,16,187,562.86,0
113,40,137,4,2,17,219,772.67,0
113,40,137,4,2,18,238,807.12,0
113,40,137,4,2,19,187,599.37,0
113,40,137,4,2,20,147,531.82,0
113,40,137,4,2,21,219,719.29,0
113,40,137,4,2,22,255,769.76,0
113,40,137,4,2,23,309,1054.97,0
113,40,137,4,2,24,233,728.04,0
114,30,39,2,0,2,96,233.47,0
114,30,39,2,0,3,69,192.39,0
114,30,39,2,0,4,75,201.85,0
114,30,39,2,0,5,50,135.6,0
114,30,39,2,0,6,31,94.52,0
114,30,39,2,0,7,54,135.83,0
114,30,39,2,0,8,47,109.49,0
114,30,39,2,0,9,57,186.09,0
114,30,39,2,0,10,22,76.37,0
114,30,39,2,0,11,42,193.55,0
114,30,39,2,0,12,15,61.02,0
114,30,39,2,0,13,2,3.18,0
114,30,39,2,0,14,25,79.03,0
114,30,39,2,0,15,78,282.6,0
114,30,39,2,0,16,62,196.06,0
114,30,39,2,0,17,15,56.41,0
114,30,39,2,0,18,42,115.57,0
114,30,39,2,0,19,65,200.47,0
114,30,39,2,0,20,1,7.8,0
114,30,39,2,0,21,33,103.33,0
